tanggal,waktu,content,username,content_final,cluster,sentimen_lexicon,sentimen_kmeans
2025-04-22,02:35:04,@akumadorobito @republikaonline Ismlamophobia satu ini bisa-bisanya bilang MUI-lah yang korup. Punya bukti ga? Sertifikasi halal dipegang pemerintah sejak pemerintah yang lalu Pak Phobi. Belajar ya sebelum nulis. Cek gambar logo gunungan di makanan bagaimana ceritanya,,ismlamophobia bisabisanya bilang mu korup bukti sertifikasi halal pegang perintah perintah phobi ajar nulis cek gambar logo gunung makan cerita,1,Positif,Negatif
2025-04-21,13:47:34,@republikaonline Memang Masalah sertifikasi label halal sepertinya membingungkan. BAYGON pun utk pembunuh nyamuk di LABEL HALAL. Sedangkan Ind kan mayoritas Muslim hrsnya utk produk2 makanan Labelny Haram. Klu di China labelnya Halal. Bgmn ?,,sertifikasi label halal bingung baygon bunuh nyamuk label halal ind mayoritas muslim hrsnya produk makan labelny haram klu china label halal bgmn,1,Netral,Negatif
2025-04-21,13:39:42,@republikaonline Lah..yang mau di jual Amerika disini apa..? Mau jual Babi ke Indonesia..?? Bukannya produk makanan mereka selama ini juga sudah menjamur di sini..Dan tidak ada masalah..Kok skrg baru dipermasalahkan tentang sertifikasi halal nya..?,,lahyang jual amerika jual babi indonesia produk makan jamur sinidan masalahkok skrg masalah sertifikasi halal nya,1,Negatif,Negatif
2025-04-21,11:17:59,URUS IZIN HALAL PRODUK SUSU Ingin mengurus perizinan halal untuk keperluan usaha anda? PT. Konsultan Legal Indo siap membantu anda untuk mengurus Perizinan Sertifikasi Halal seperti produk makanan minuman kosmetik dan baran.. Selengkapnya di https://t.co/cyHKgFdHnl,,urus izin halal produk susu urus izin halal perlu usaha konsultan legal indo bantu urus izin sertifikasi halal produk makan minum kosmetik baran lengkap,1,Positif,Negatif
2025-04-21,11:17:51,Hanya produk dengan sertifikasi halal resmi yang bisa dipastikan kehalalannya. . Simak selengkapnya : https://t.co/k01l4EAwz8 . Pilihlah produk yang telah bersertifikat halal untuk memastikan makanan yang Anda konsumsi benar-benar sesuai dengan syariat Islam. ️ https://t.co/1YW1cHn3Bw,,produk sertifikasi halal resmi halal simak lengkap pilih produk sertifikat halal makan konsumsi benarbenar sesuai syariat islam,1,Positif,Negatif
2025-04-19,08:52:44,6/ 4. Sertifikasi Halal Wajib Mulai berlaku untuk makanan kosmetik obat alat kesehatan termasuk produk impor. AS kritik prosesnya tidak transparan &amp; belum notifikasi ke WTO. #HalalRegulation #TradeBarrier,,sertifikasi halal wajib laku makan kosmetik obat alat sehat produk impor kritik proses transparan notifikasi wto,1,Positif,Negatif
2025-04-19,02:59:05,@Nickelminers @Muhamma62988691 @keharyapatihan Sertifikasi halal Indonesia dinilai jadi hambatan oleh USTR karena dianggap menambah persyaratan administratif dan biaya bagi produk impor sehingga bisa membatasi akses produk Amerika ke pasar Indonesia khususnya untuk makanan minuman dan produk susu. Selain itu proses,,sertifikasi halal indonesia nilai hambat ustr anggap tambah syarat administratif biaya produk impor batas akses produk amerika pasar indonesia makan minum produk susu proses,1,Positif,Negatif
2025-04-18,08:00:38,@BangEmpin @Heraloebss Pertanyaan saya adakah audit safety utk wahana2 spt ini?? Kalo makanan &amp; obat2an ada BPOM ada sertifikasi halal dll. Kalo wahana permainan sblm &amp; selama beroperasi adakah audit &amp; sertifikasi kelaikannya???,,ada audit safety wahana spt kalo makan obat bpom sertifikasi halal kalo wahana main sblm operasi ada audit sertifikasi kelai,1,Positif,Negatif
2025-04-14,08:11:09,Isu ga penting diolah terus. Kalau khawatir dengan makanan nonhalal kan tinggal tanya ke penjualnya. @Kemenag_RI Ayo edukasi publiknya ditingkatkan soal sertifikasi #halal.,,isu olah khawatir makan nonhalal tinggal jual ayo edukasi publik tingkat sertifikasi,1,Positif,Negatif
2025-04-13,03:51:46,@Tiaaraaa2112 @Ieyjeno @okkyoktariyadi @kegblgnunfaedh Boleh tahu dasar hukumnya (alquran/hadist) sahihnya kalau pemberian nama/deskripsi bisa menghilangkan kehalalan suatu makanan/minuman ? Kalau penamaan menyerupai makanan/minuman tidak halal bikin tidak bisa didaftarkan sertifikasi halal itu valid. Tapi ini 2 hal berbeda. https://t.co/2utcJ0CQXC,,dasar hukum alquranhadist sahih beri namadeskripsi hilang halal makananminuman nama rupa makananminuman halal bikin daftar sertifikasi halal valid beda,1,Positif,Negatif
2025-04-12,03:12:02,Diketahui IDSurvey sebagai lembaga jasa survei independen akan terlibat dalam sertifikasi dan konsultasi hazard analysis and critical control points (HACCP) serta memastikan bahwa produk makanan tersebut adalah produk yang halal. #IDSurveySiapDukungMBG https://t.co/pD1M4CQIw8,,idsurvey lembaga jasa survei independen libat sertifikasi konsultasi hazard analysis and critical control points haccp produk makan produk halal,1,Positif,Negatif
2025-04-09,03:08:16,IDSurvey sebagai lembaga jasa survei independen akan terlibat dalam sertifikasi dan konsultasi hazard analysis and critical control points (HACCP) serta memastikan bahwa produk makanan tersebut adalah produk yang halal. #IDSurveyDukungMBG https://t.co/wIYw7EzKmo,,idsurvey lembaga jasa survei independen libat sertifikasi konsultasi hazard analysis and critical control points haccp produk makan produk halal,1,Positif,Negatif
2025-04-09,02:58:43,IDSurvey sebagai lembaga jasa survei independen akan terlibat dlm sertifikasi dan konsultasi hazard analysis and critical control points serta memastikan bhwa produk makanan tsb adlh yg halal. #IDSurveyDukungMBG https://t.co/VhxT2CzNmt,,idsurvey lembaga jasa survei independen libat sertifikasi konsultasi hazard analysis and critical control points bhwa produk makan tsb adlh halal,1,Positif,Negatif
2025-04-05,02:30:11,#REPOST @pmpuotskk.bpom Kosmetik Halal Hai #SahabatBPOM Taukah kamu Halal dalam syariat Islam tidak terbatas pada makanan dan minuman saja tapi juga kosmetik yang digunakan sehari-hari. Nah apa sih kosmetik halal itu dan kapan wajib sertifikasi halal untuk kosmetik? https://t.co/pXn891rRQG,,bpom kosmetik halal hai tau halal syariat islam batas makan minum kosmetik seharihari kosmetik halal wajib sertifikasi halal kosmetik,1,Positif,Negatif
2025-04-03,02:26:04,Kosmetik Halal Hai #SahabatBPOM Taukah kamu Halal dalam syariat Islam tidak terbatas pada makanan dan minuman saja tapi juga kosmetik yang digunakan sehari-hari. Nah apa sih kosmetik halal itu dan kapan wajib sertifikasi halal untuk kosmetik? https://t.co/Kw4CwB75BF,,kosmetik halal hai tau halal syariat islam batas makan minum kosmetik seharihari kosmetik halal wajib sertifikasi halal kosmetik,1,Positif,Negatif
2025-04-02,03:10:37,Menjadi muslim di Auckland ini nyaman. Ramadan dan Eid diterima sebagai bagian dari kebiasaan anggota masyarakat bukan sesuatu yang aneh. Jilbab ada di mana-mana bahkan di iklan-iklan. Makanan halal mudah dicari sertifikasi halal juga biasa saja. Alhamdulillaah.,,muslim auckland nyaman ramadan eid terima biasa anggota masyarakat aneh jilbab manamana iklaniklan makan halal mudah cari sertifikasi halal alhamdulillaah,1,Positif,Negatif
2025-03-28,01:00:46,jasa urus sertifikasih halal jasa pengurusan sertifikasi halal untuk produk makanan dan minuman anda. 7 hari selesai harga murah dan terjangkau melayani seluruh wilayah indonesia WA: 089682260350.. Selengkapnya di https://t.co/cyHKgFdHnl,,jasa urus sertifikasih halal jasa urus sertifikasi halal produk makan minum selesai harga murah jangkau layan wilayah indonesia lengkap,1,Positif,Negatif
2025-03-26,13:48:42, Baca selengkapnya di: https://t.co/uqT58v6gcs #BPOMRI #DitPMPUOTSKK #RabuJamu #ObatBahanAlam #SertifikasiHalal,,baca lengkap,1,Netral,Negatif
2025-03-25,21:52:23,@womanfeeds_id setauku brush juga bisa dapet label halal. nah wardah nih ambil sertifikasi halal buat brushnya. apakah label halal ini menjadikan produk lain haram? belum tentu bisa jadi mereka emg belum/lagi sertifikasi tp bisa jadi haram jg. label halal tuh ga cuma buat makanan yagesya,,tau brush dapet label halal wardah ambil sertifikasi halal brushnya label halal jadi produk haram emg belumlagi sertifikasi haram label halal makan yagesya,1,Netral,Negatif
2025-03-23,02:31:38,@immakhab @SammiSoh Sertifikasi ISO22000 itu ga wajib tapi bisa meyakinkan konsumen kalo standar kelola makanan nya udah standar Internasional Sama aja kaya stempel halal ada pengujian dan sertifikasi nya juga Riset dulu minimal baru nyebut ngomong ga pake data cuma modal bunyi aja https://t.co/We0i3AlsHD,,sertifikasi iso wajib konsumen kalo standar kelola makan nya udah standar internasional kaya stempel halal uji sertifikasi nya riset minimal nyebut ngomong pake data modal bunyi,1,Positif,Negatif
2025-03-22,13:56:54,@immakhab @SammiSoh Itu lebih ke target pasar atau kualifikasi produk ke konsumen aja sih Kaya BPOM even ada beberapa produk yg tersertifikasi oleh GMP atau ISO22000. Bahkan Vegan dan Gluten Free aja ada sertifikasi nya Selain halal Yahudi juga pny sertifikasi makanan sendiri (Kosher),,target pasar kualifikasi produk konsumen kaya bpom even produk sertifikasi gmp iso vegan gluten free sertifikasi nya halal yahudi pny sertifikasi makan kosher,1,Positif,Negatif
2025-03-20,03:59:48,sebagai lembaga kaloborasi. Kunjungan dilaksanakan berdasar hasil inisiasi kerjasama terkait pendampingan dan sertifikasi produk halal makanan olahan dari tanaman lokal khas Kalimantan Kelakai (𝘚𝘵𝘦𝘯𝘰𝘤𝘩𝘭𝘢𝘦𝘯𝘢 𝘱𝘢𝘭𝘶𝘴𝘵𝘳𝘪𝘴). https://t.co/tfJSOuUony,,lembaga kaloborasi kunjung laksana dasar hasil inisiasi kerjasama kait damping sertifikasi produk halal makan olah tanam lokal khas kalimantan kelakai  ,1,Positif,Negatif
2025-03-19,08:45:05,halooo teman² aku disini mau nawarin para umkm makanan untuk dibantu sertifikasi halal supaya bisnisnya makin berkembang lagi prioritas domisili bandung timur yaaa teman² kalo ada yang berminat gedorrrrr dm aku yaaaa. sukses terusss️,,halooo teman nawarin umkm makan bantu sertifikasi halal bisnis kembang prioritas domisili bandung timur yaaa teman kalo minat gedorrrrr yaaaa sukses terusss,1,Positif,Negatif
2025-03-18,08:25:42,URUS IZIN HALAL KELAPA OLAHAN Ingin mengurus perizinan halal untuk keperluan usaha anda? PT. Konsultan Legal Indo siap membantu anda untuk mengurus Perizinan Sertifikasi Halal seperti produk makanan minuman kosmetik dan ba.. Selengkapnya di https://t.co/cyHKgFdHnl,,urus izin halal kelapa olah urus izin halal perlu usaha konsultan legal indo bantu urus izin sertifikasi halal produk makan minum kosmetik lengkap,1,Positif,Negatif
2025-03-18,04:54:42,@syq_sukii_ Terus mau lu gimana : 1. Batalin semua sertifikasi halal 2. Paksa semua penjual makanan baik yang besar maupun kecil banget urus sertifikasi halal Atau ngikutin gw sertifikasi halal buat korporasi yang gede aja usaha mikro kaga usah,,gimana batalin sertifikasi halal paksa jual makan banget urus sertifikasi halal ngikutin sertifikasi halal korporasi gede usaha mikro kaga,1,Positif,Negatif
2025-03-18,04:32:37,@daikiannn @AgusMagelangan Lah kocak tau itu makanan halal apa enggak kan di cek juga anjrit Ini pemikiran paling bodoh yang gw temukan gimana kita tau makanan itu haram? Ya di cek dulu halal enggaknya. Kalo udah make alkohol sama babi mah ya gausah ada sertifikasi coo ,,kocak tau makan halal cek anjrit pikir bodoh temu gimana tau makan haram cek halal kalo udah make alkohol babi mah gausah sertifikasi coo,1,Negatif,Negatif
2025-03-17,22:33:54,@worksfess ga boleh. patokannya aturan kehalalan buat sertifikasi halal. khusus restoran itu dedicated facilities. sama sekali tidak boleh ada menu non halalnya. biasanya resto halal ini melarang tamu bawa makanan dari luar dan hewan peliharaan. utk menjaga fasilitasnya ttp terjamin halal,,patok atur halal sertifikasi halal khusus restoran dedicated facilities menu non halal resto halal larang tamu bawa makan hewan pelihara jaga fasilitas ttp jamin halal,1,Positif,Negatif
2025-03-06,06:49:29,URUS SERTIFIKASI HALAL Ingin mengurus perizinan halal untuk keperluan usaha anda? PT. Konsultan Legal Indo siap membantu anda untuk mengurus Perizinan Sertifikasi Halal seperti produk makanan minuman kosmetik dan barang gu.. Selengkapnya di https://t.co/cyHKgFdHnl,,urus sertifikasi halal urus izin halal perlu usaha konsultan legal indo bantu urus izin sertifikasi halal produk makan minum kosmetik barang lengkap,1,Positif,Negatif
2025-03-04,13:41:05,Malu banget sbg muslim owner perusahaan (yg notabene nonis) &amp; staf bahas sertifikasi makanan menyampaikan ada biaya tambahan lebih dari 7 juta. Di lain waktu sedih denger pengurus masjid pas dipagi hari pemilu bilang serangan fajar halal,,malu banget sbg muslim owner usaha notabene non staf bahas sertifikasi makan biaya tambah juta sedih denger urus masjid pas pagi milu bilang serang fajar halal,1,Positif,Negatif
2025-03-02,20:49:44,RSIA Nganjuk Gandeng Halal Center Umsida untuk Sertifikasi Halal Layanan dan Makanan https://t.co/EhqqQism2Q,,rsia nganjuk gandeng halal center umsida sertifikasi halal layan makan,1,Positif,Negatif
2025-02-28,10:24:11,@AgusMagelangan Iya seharusnya masyarakat udah bisa bedain sendiri mana makanan halal mana enggak. Nggak perlu sertifikasi berbelit-belit.,,iya masyarakat udah bedain makan halal sertifikasi berbelitbelit,1,Positif,Negatif
2025-02-28,04:52:06,@islah_bahrawi BBM ini impor. Dalam proses impor ada curutnya pak. Jadi tetap ngasih makan curut. Negara ini curutnya sudah ada di tiap pokoknya. Bahkan sertifikasi halal makanan sekalipun.,,bbm impor proses impor curutnya ngasih makan curut negara curutnya pokok sertifikasi halal makan,1,Positif,Negatif
2025-02-27,13:12:28,menemukan makanan halal di indonesia saat ini jauh lebih sulit dan penuh ketidak pastian dibanding di jepang atau singapura. sejak sertifikasi halal tidak lagi dipegang mui &amp; ganti logo jelek itu semua jadi porak poranda. #ytta,,temu makan halal indonesia sulit penuh tidak pasti banding jepang singapura sertifikasi halal pegang mui ganti logo jelek porak poranda,1,Negatif,Negatif
2025-02-24,10:20:38,URUS SERTIFIKASI HALAL Ingin mengurus perizinan halal untuk keperluan usaha anda? PT. Konsultan Legal Indo siap membantu anda untuk mengurus Perizinan Sertifikasi Halal seperti produk makanan minuman kosmetik dan barang gun.. Selengkapnya di https://t.co/cyHKgFdHnl,,urus sertifikasi halal urus izin halal perlu usaha konsultan legal indo bantu urus izin sertifikasi halal produk makan minum kosmetik barang gun lengkap,1,Positif,Negatif
2025-02-22,07:49:08,Indonesia merupakan salah satu negara dengan populasi muslim terbesar di dunia dan menjadi pusat industri halal. https://t.co/06iNBHrw2O,,indonesia salah negara populasi muslim besar dunia pusat industri halal,1,Netral,Negatif
2025-02-21,04:55:51,Komitmen Berikan Jaminan Halal bagi Makanan Dapur &amp; Produk UMKM Lapas Narkotika Kelas IIA Muara Beliti Lakukan Pemeriksaan Sertifikasi Halal MUI Oleh BPJPH Kemenag Musi Rawas https://t.co/GXYKwEfC9T,,komitmen jamin halal makan dapur produk umkm lapas narkotika kelas iia muara belit laku periksa sertifikasi halal mui bpjph kemenag mus rawas,1,Positif,Negatif
2025-02-18,16:39:50,Kalau di Indonesia demi sertifikasi halal ga boleh ada nama2 terkait kekuatan gelap makanan/minuman haram.,,indonesia sertifikasi halal nama kait kuat gelap makananminuman haram,1,Netral,Negatif
2025-02-17,12:53:15,@tanyakanrl Healthy food kalau hygiene sanitasi nya gak dijaga gak bisa disebut healthy food sayang. Makanan yang healthy harus sejalan dengan hygiene sanitasinya bukan cuman mengandalkan bahannya aja. Bikin sertifikasi halal aja mempertimbangkan segala aspek selain bahannya.,,healthy food hygiene sanitasi nya jaga healthy food sayang makan healthy jalan hygiene sanitasi cuman andal bahan bikin sertifikasi halal timbang aspek bahan,1,Positif,Negatif
2025-02-17,01:40:40,@mx00711 @agama_nusantara @BayuAngora @PaijoKhentirr @sakkusaitna @Valhallaah @spektrumku @Kappa_2023 @bnsphrxyzzz @RefublikAteis @Anatta_21 Ribet banget . Org vegetarian dan vegan aja gk pernah minta di sertifikasi Label VEGE padahal makanan mereka lebih Suci dr yg katanya HALAL .,,ribet banget org vegetarian vegan sertifikasi label vege makan suci halal,1,Netral,Negatif
2025-02-16,06:42:19,@Tita83079013 Gak usah ngurus sekalian gaada sertifikasi halal aja banyak yg makan ngapain nyari susah ngejar sertifikasi. Jual brapa piring maunya makanan baru balik modal sertifikasinya,,ngurus gaada sertifikasi halal makan ngapain nyari susah ngejar sertifikasi jual brapa piring mau makan modal sertifikasi,1,Netral,Negatif
2025-02-16,06:41:16,@taewon_moon @IsNepoBabyDead Gw baca² padahal gaada tuh yg bilang membolehkan makanan haram. Orang indo kan sering solid soal SERTIFIKASI HALAL nah yg dimaksud gausah neko² tu ya soal label tsb.,,baca gaada bilang boleh makan haram orang indo solid sertifikasi halal gausah neko label tsb,1,Netral,Negatif
2025-02-14,14:26:07,@islah_bahrawi Intrumentalisme agama oleh ormas dlm ijab sah halalan toyiban. Makin genit n sexi masuk ke mall n pasar senggol. Makanan yg tdk ad kandungan babi dipaksan pakai sertifikasi halal. Jadi haramya babi bw berkah n barokah bikin ormas agama cuan jualan halal.,,intrumentalisme agama ormas ijab sah halal toyiban genit sexi masuk mall pasar senggol makan tdk kandung babi dipaksan pakai sertifikasi halal haramya babi berkah barokah bikin ormas agama cuan jual halal,1,Negatif,Negatif
2025-02-14,09:29:27,@MUIPusat Kepala Lapas Yogyakarta Marjiyanto menjelaskan bahwa sertifikasi halal ini merupakan tindak lanjut dari Surat Direktur Perawatan dan Rehabilitasi terkait Himbauan Kepemilikan Sertifikat Halal dalam Penyelenggaraan Makanan di Unit Pelaksana Teknis (UPT) Pemasyarakatan.,,kepala lapas yogyakarta marjiyanto sertifikasi halal tindak surat direktur awat rehabilitasi kait himbauan milik sertifikat halal selenggara makan unit laksana teknis upt masyarakat,1,Positif,Negatif
2025-02-13,22:12:48,@echachaa__ SEHATI (SERTIFIKASI HALAL GRATIS) yg ngadain Depag buat UMKM makanan/minuman,,sehat sertifikasi halal gratis ngadain depag umkm makananminuman,1,Positif,Negatif
2025-02-13,16:37:29,@FunJunkies Emang ada yang berani protes? Wajib sertifikasi halal itu Undang Undang Dan penulisannya sebetulnya lebih parah lagi dimana semua makanan di Indonesia wajib sertifikasi Kalau ga halal? Ga disedian jalan keluarnya Ya diem-diem melanggar aja Jualan apa paling enak di indo?,,emang berani protes wajib sertifikasi halal undang undang tulis parah makan indonesia wajib sertifikasi halal dian jalan keluar diemdiem langgar jual enak indo,1,Positif,Negatif
2025-02-13,15:16:22,@squishyblizzy @WisnuAl3 @GallopUshan @bimaprawira Karena namanya. Dari jaman sertifikat MUI pun salah satu faktor haram ditentukan dari namanya (nggak boleh nama yg jelek atau sama dengan nama makanan yg dikenal haram secara umum). Makanya menu gacoan yg setan auto diganti pas mau bikin sertifikasi halal.,,nama jaman sertifikat mui salah faktor haram tentu nama nama jelek nama makan kenal haram menu gaco setan auto ganti pas bikin sertifikasi halal,1,Netral,Negatif
2025-02-13,07:33:52,Produsen tepung terigu terbesar Bogasari terus memfasilitasi program sertifikasi halal bagi usaha kecil menengah sektor makanan. #Ekonomi #AdadiKompas https://t.co/WUCsVbpfmd,,produsen tepung terigu besar bogasari fasilitas program sertifikasi halal usaha tengah sektor makan,1,Positif,Negatif
2025-02-13,06:08:33,@Danaranindito Yang bikin sertifikasi itu necessary sekarang banyak sekali bahan makanan yang sintetik &amp; impor yang status kehalalannya meragukan. Misalnya gelatin bisa dari babi/hewan yang halal tapi kalau dari hewan yang halal pun belum tentu halal karena musti tahu proses sembelihnya.,,bikin sertifikasi necessary bahan makan sintetik impor status halal ragu gelatin babihewan halal hewan halal halal musti proses sembelih,1,Netral,Negatif
2025-02-13,05:24:39,Nggak setuju karena kerjaan gue yang bukan makanan aja bisa kok sertifikasi halal. Sebenernya bisa jadi makanannya halal tapi di resto nya ada amer bir dll makanya ga bisa halal Contoh aja ya,,tuju kerja gue makan sertifikasi halal sebenernya makan halal resto nya amer bir halal contoh,1,Positif,Negatif
2025-02-13,03:34:56,@suksksk Kalau takut masalah fikih sebenernya hanya dishwash atau sabun cuci piring saja yang harus ada label halalnya. Bahan makanan ga perlu. Karena bahan makanan impor dan belum sertifikasi halal harusnya ga bisa masuk ke Indonesia. Bahan lokal tanpa sertifkasi harusnya sudah halal,,takut fikih sebenernya dishwash sabun cuci piring label halal bahan makan bahan makan impor sertifikasi halal masuk indonesia bahan lokal sertifkasi halal,1,Positif,Negatif
2025-02-13,02:27:27,makanan halal aja disertifikasi pake duit aja udah aneh. besok besok mau ngapain? sertifikasi taubat buat ngapus dosa? eh..,,makan halal sertifikasi pake duit udah aneh besok besok ngapain sertifikasi taubat ngapus dosa,1,Positif,Negatif
2025-02-13,02:20:18,@football_garin Makanya sertifikasi halal itu mestinya dipandang serupa aja dengan sertifikasi makanan yang lain sama² menjamin sesuatu dari makanan. Kalau proses mendapatkannya susah ya coba diperbaiki bukan malah dibilang gak penting dan gak usah diadakan saja.,,sertifikasi halal mesti pandang sertifikasi makan sama jamin makan proses dapat susah coba baik bilang ada,1,Positif,Negatif
2025-02-13,02:07:19,@ooogarin Coba dipikirkan saja Pak 1. Kenapa kita ga perlu nerapin padahal semua negara nerapin sertifikasi halal. Karena kita keren kah Pak? 2. Kenapa ada sertifikasi halal di produk non makanan,,coba pikir nerapin negara nerapin sertifikasi halal keren sertifikasi halal produk non makan,1,Positif,Negatif
2025-02-13,01:47:24,@BanyuSadewa Bener sih manusia dikasih akal buat mikir. Ketika penjual merasa diberatkan atas sertifikasi halal jg konsumen yg merasa butuh makanan halal maka 22nya masih bisa sama dpt win solution. Caranya ya *komunikasi* dong yg penting tiap pihak lakuinnya secara adil.,,bener manusia kasih akal mikir jual berat sertifikasi halal konsumen butuh makan halal nya dpt win solution komunikasi lakuinnya adil,1,Positif,Negatif
2025-02-12,21:36:39,Semenjak tau sertifikasi halal dimain mainin juga gua jadi ga percaya kalo makanan yg ada label halalnya bener bener halal.. Sekarang tinggal kitanya aja milih milih makannya gimana Asal jangan sok sok-an najis sama babi tapi masih banyak buat dosa,,semenjak tau sertifikasi halal main mainin gua percaya kalo makan label halal bener bener halal tinggal kita milih milih makan gimana sok sok najis babi dosa,1,Positif,Negatif
2025-02-12,20:24:54,Pakai bahan makanan yang sudah halal dari distributor masak dan sajiin pake peralatan yang sudah halal dari produsen (gua pernah nemu kompor sama panci yg ada sertifikasi halal jir). Imo ngapain restoran abis duit buat sertifikasi? Kalo ditanya ya bilang aja tanya distributor,,pakai bahan makan halal distributor masak sajiin pake alat halal produsen gua nemu kompor panci sertifikasi halal jir imo ngapain restoran abis duit sertifikasi kalo bilang distributor,1,Positif,Negatif
2025-02-12,14:13:16,w ga pernah benci MUI soal minta sertifikasi halal.. ya namanya juga kaum muslim di indonesia minta kepastian hukum kalau makanan yang mereka beli itu halal. kaya di negara lain. ada yang sertifikat kosher dan halal juga kalau ente beli daging di delicatessen kalau di amerika.,,benci mui sertifikasi halal nama kaum muslim indonesia pasti hukum makan beli halal kaya negara sertifikat kosher halal ente beli daging delicatessen amerika,1,Positif,Negatif
2025-02-12,12:36:20,@heruyaheru Jika penjual makanan sudah menyatakan non-halal mestinya tidak perlu ada sertifikasi halal. Tapi menyatakan non-halal juga dilarang?,,jual makan nonhalal mesti sertifikasi halal nonhalal larang,1,Positif,Negatif
2025-02-12,10:24:37,Repot amat harusnya sih yg wajib label non halal krn mayoritas makanan yg beredar sdh halal. Atau dibikin wajib sertifikasi halal krn banyaknya pelaku usaha. Puluhan juta pelaku usaha hrs sertifikasi otomatis cuan gede.,,repot wajib label non halal mayoritas makan edar sdh halal bikin wajib sertifikasi halal banyak laku usaha puluh juta laku usaha hrs sertifikasi otomatis cuan gede,1,Positif,Negatif
2025-02-12,08:16:53,JASA URUS SERTIFIKASI HALAL Ingin mengurus perizinan halal untuk keperluan usaha anda? PT. Konsultan Legal Indo siap membantu anda untuk mengurus Perizinan Sertifikasi Halal seperti produk makanan minuman kosmetik dan bara.. Selengkapnya di https://t.co/cyHKgFdHnl,,jasa urus sertifikasi halal urus izin halal perlu usaha konsultan legal indo bantu urus izin sertifikasi halal produk makan minum kosmetik bara lengkap,1,Positif,Negatif
2025-02-12,07:54:29,@AlvinLenoire @BanyuSadewa Gak bisa kak kami kaum muslim harus memastikan makanan yang kami beli sertifikasi HALAL --kata pemilik kavling surga,,kak kaum muslim makan beli sertifikasi halal milik kavling surga,1,Positif,Negatif
2025-02-12,06:15:52,@lilaccountz Poin no 2 sepertinya lebih ke sertifikasi halal bukan halal haramnya suatu makanan.,,poin sertifikasi halal halal haram makan,1,Netral,Negatif
2025-02-12,06:15:45,kebanyakan orang indonesia suka sama gelar gak suka baca buku. poinnya kalo orang yang biasa baca literasi apapun biasanya lebih aware terhadap satu hal. terutama sama sertifikasi halal yang berkaitan dengan makanan tanpa itu pun tau halal atau enggaknya.,,banyak orang indonesia suka gelar suka baca buku poin kalo orang baca literasi apa aware sertifikasi halal kait makan tau halal,1,Positif,Negatif
2025-02-12,06:05:25,gue jg menyayangkan soal sulitnya sertifikasi halal ini pdhl harusnya dibuat mudah dan ga menyulitkan soal biaya. tapi halal haramnya gak suatu makanan ga sesimple no pork no lard kayak misal: 1. Bahan campuran/bumbu nya ada yg mengandung alkohol or babi ga? kayak angciu ,,gue sayang sulit sertifikasi halal pdhl mudah sulit biaya halal haram makan sesimple pork lard kayak bahan campuranbumbu nya kandung alkohol babi kayak angciu,1,Negatif,Negatif
2025-02-12,06:04:16,Kok ya senangnya mainin logika ngawur. Sebagian besar makanan di Indonesia halal taunya darimana kalau bukan dg sertifikasi? Kalau asumsi makanan halal karena mayoritas di sini Islam ya sekalian aja bilang pejabat di Indonesia ga ada yg jahat krn mereka suka ke masjid.,,senang mainin logika ngawur makan indonesia halal tau darimana sertifikasi asumsi makan halal mayoritas islam bilang jabat indonesia jahat suka masjid,1,Positif,Negatif
2025-02-12,05:01:31,Ada banyak cara mensiasati status halal pada makanan tanpa harus menyertakan sertifikasi halal dari MUI atau Depag. Ayo normalisasikan halal tanpa sertifikat.,,siasat status halal makan serta sertifikasi halal mui depag ayo normalisasi halal sertifikat,1,Positif,Negatif
2025-02-12,04:58:55,@edoth76 @BanyuSadewa Pertanyaan bodoh sih. Makanya ga dijawab. Dari konteksnya sertifikasi halal makanan. Tp maklum lah rata2 hater halal otaknya cuma segini,,bodoh konteks sertifikasi halal makan maklum hater halal otak gin,1,Positif,Negatif
2025-02-12,04:12:11,@prmtk @BanyuSadewa Poin kritiknya sih: sertifikasi halal harus murah meriah. Banyak resto milih nulis No Pork No Lard ya karena mau ngurus sertifikasi halal belibet mahal pun. Judge lah MUI-nya yg menyulitkan kalian muslim untuk makan makanan layak.,,poin kritik sertifikasi halal murah riah resto milih nulis pork lard ngurus sertifikasi halal belibet mahal judge mu sulit muslim makan makan layak,1,Netral,Negatif
2025-02-12,04:08:00,Kalau kata Cak Nun seharusnya yang ada itu sertifikasi haram karena Indonesia mayoritas Muslim sehingga asumsi nya makanan atau minuman halal. Jika di Negara yang mayoritas non Muslim perlu adanya sertifikasi halal karena asumsinya makanan dan minuman di sana haram.,,cak nun sertifikasi haram indonesia mayoritas muslim asumsi nya makan minum halal negara mayoritas non muslim sertifikasi halal asumsi makan minum haram,1,Netral,Negatif
2025-02-12,03:47:03,@zeddnzedd @spocify @Asakura_Kana87 @BanyuSadewa Kalo sertifikasi halalnya keluar karena hasil proses yang corrupt makanan yg dijual tetap halal kak?,,kalo sertifikasi halal hasil proses corrupt makan jual halal kak,1,Positif,Negatif
2025-02-11,23:21:55,sertifikasi halal itu penting di indon banyak resto chinese halal tp pake angciu koh pikir haram itu cm babi. juga banyak resto yang dmn makanan non halal satu dapur dgn makanan halal yg jatoh nya ga halal (gmn sih) iya gt pokoknya. tp gmn warteg kan makanan indo?,,sertifikasi halal indon resto chinese halal pake angciu koh pikir haram babi resto dmn makan non halal dapur makan halal jatoh nya halal gmn iya pokok gmn warteg makan indo,1,Negatif,Negatif
